QID	Question	DocumentID	DocumentName	RelevantPassages
175	What characterized the Irish presence in Jamaica?	13	Jamaica.html	6
1531	What were characteristics of the Arabic of late pre-Islamic times?	279	Arabic.html	7
2459	Why has the amount of sewage pollution dropped in the Great Lakes since the 1970s?	446	Great_Lakes.html	32
2296	How was the Dallas area inhabited in prehistory?	454	Dallas.html	2
3239	What is the official language of Mongolia?	85	Mongolia.html	15,30,31
3543	What materials were the original pennies made of?	378	Pound_sterling.html	11
2107	What characterizes the mountains of Oklahoma?	724	Oklahoma.html	6
4046	Why would fraying occur in DNA?	809	DNA.html	21
890	What is the history of Sri Lanka since it declared independence in 1948?	90	Sri_Lanka.html	26,27,28,29,30,31,32
2362	How did Confuscious influence China in education?	340	Education.html	2,3
1900	What does the United Nations Development Programme do for poverty reduction?	760	United_Nations_Development_Programme.html	5,6
957	Why was the northern Atacama desert a political centerpoint?	551	Chile.html	0,25
3684	What were different influences in Myanmar city states?	806	Myanmar.html	8,9
1669	How is biotechnology important in agriculture?	665	Biotechnology.html	14,15,16,17
1596	What criticisms exist of the Nobel Prize in Literature?	121	Nobel_Prize_in_Literature.html	0,1
3111	What is a Sikh?	832	Sikh.html	0
893	How did Baltimore get its name?	310	Baltimore.html	2
3767	What were the labor issues facing the NHL?	293	National_Hockey_League.html	10,11,12
2301	Why do subtropical climates sometimes extend far above the subtropical boundaries?	72	Subtropics.html	10,11
571	How did the Treaty of Nanking affect trade in Shanghai?	207	Shanghai.html	6,7
3625	What occurred among superpowers during the Cold War?	352	Superpower.html	4,5,6
542	How did social and political change lead to the rise of modern art?	613	Modern_art.html	3
3685	What happend to Myanmar society after Pagan's collapse?	806	Myanmar.html	10,11
129	Why was the draft of the declaration ordered to lie on the table?	57	United_States_Declaration_of_Independence.html	19,20
604	What characterized the postwar losses of the passenger rail?	535	Amtrak.html	3
1701	What alternative hypothesis for the creation of the Gulf of Mexico was offered in a 2002 essay, and was the theory met with favor by fellow geologists?	807	Gulf_of_Mexico.html	6
2496	What were the causes of the initial rise of what is now the conservative party?	23	Conservative_Party_(UK).html	2,3
3470	How did rail travel shape New Mexico?	734	New_Mexico.html	33,34
3798	How does renewable energy bring us back to a time before the Industrial Revolution?	558	Renewable_energy.html	9,10
62	Why was a system of concentric rings adopted as RAF insignia?	638	Royal_Air_Force.html	49
4050	What is the Lutheran understanding of the Lord's Supper?	751	Protestantism.html	12
1979	Why did Glasgow rise to power as a trading and cultural hub?	8	Glasgow.html	0
165	Why did James Wilson start The Economist?	404	The_Economist.html	2
1188	What is the current status of health care in Jordan?	211	Jordan.html	79
1668	How is pharmacogenomics important in medicine?	665	Biotechnology.html	11,12,13
2728	How do historians characterize the Victorian era?	460	Victorian_era.html	4,5
2853	What are the geopolitics of Eurasia?	393	Eurasia.html	3,4
3008	Why were iron goods so vital to Birmingham's economy?	22	Birmingham.html	5
2628	What are some of the ways in which the menus at international McDonald's locations differ from the standard menu in the United States?	581	McDonald's.html	15,16
1743	In the United States, What Exactly Is This Idea Of A County?	182	County_(United_States).html	0
562	How did Russia respond to the Marshall plan?	685	Marshall_Plan.html	14,15
3213	What is the genealogical criteria to classify a person as Arabic?	510	Arabs.html	10
667	What are some ways the US Navy has used nuclear power?	81	Nuclear_power.html	8,9
50	What is the geography of the Rhine?	161	Rhine.html	2
211	What was the Bismark Era?	19	German_Empire.html	14
4159	How did Japan form an alliance with Germany?	691	Axis_powers.html	13,14
4154	What signifies an undeveloped country?	48	Developed_country.html	0
2065	How did welfare states develop?	582	Welfare_state.html	6,7,8
1727	How did Korea's contributions to China impact foreign relations?	70	Korean_War.html	14,15
2664	What is the origin of the city's name?	187	Mumbai.html	3,4
424	How may a federal officer be impeached?	229	Federal_government_of_the_United_States.html	6,7
2095	What does Sanskrit literature encompass?	513	Sanskrit.html	0
908	How educated was Thomas Jefferson?	793	Thomas_Jefferson.html	2,3
381	Can you evaluate the effectiveness of nuclear non-proliferation treaties?	159	Nuclear_weapon.html	2
3067	Why are regions in Europe not able to be considered humid subtropical climates?	693	Humid_subtropical_climate.html	18
1580	What is the legal recognition status in Canada of same sex marriage?	438	Same-sex_marriage.html	20,21
754	Explain how family values are central to Anglican worship.	242	Anglicanism.html	16,17
1468	Which events are referred to as the "Kruschev Thaw"?	407	Russia.html	27
2416	What defines the English Crown as the Pale?	67	Dublin.html	8
363	HOW DOES THE PROCEDURE OF TENURE COMPILE?	858	Supreme_Court_of_the_United_States.html	13,14,15
3313	What is the history of latitude in Greece?	567	Latitude.html	3
1830	What previously planned events were unearthed when Poland released its Warsaw Pact documents?	51	Warsaw_Pact.html	12
2054	What is Oceania?	461	Oceania.html	0,3,4
145	How do rapid transit systems handle their negative effects?	290	Rapid_transit.html	6
2681	Why has the birth rate in Bangladesh declined since 1999?	341	Birth_rate.html	14
2247	Why is there a dispute between Pakistan and India over Kashmir?	830	Pakistan.html	39,40
108	How did Great Moravia arise?	295	Slovakia.html	11,12
1449	How did the Gulf War end?	164	Gulf_War.html	1
2072	What has happened in the modern area of Indian philosophy?	574	Philosophy.html	13,14
4082	How was the versatility of the aircraft carrier first demonstrated in World War II?	622	Aircraft_carrier.html	8
3246	How can figures of graphs of per capita income over time be misleading?	499	Per_capita_income.html	1
2302	Why are human rights important?	233	Human_rights.html	0
4152	What are the criteria for being labeled a developed country?	48	Developed_country.html	2
1472	What led up to the Turks ambitions to conquer Constantinople?	153	Ottoman_Empire.html	5,6
693	whats a Democratic Party?	804	Democratic_Party_(United_States).html	0
400	What are the major historical events of Ancient Greece?	337	Greece.html	1,2
1681	What major events have characterized the developments of televisions?	794	Television.html	0,1
1989	What are some arguments that have been proposed in the United States in favor of a unicameral government structure?	5	Bicameralism.html	17,18
2600	How does Christianity explain the distinction and unison of the Trinity?	743	Christianity.html	11,12
1389	What is the origin of the term Gothic architecture?	357	Gothic_architecture.html	1
3878	How did Churchill's relationship with his wife develop?	614	Winston_Churchill.html	9,10
3729	How is the Pew Research Center funded?	727	Pew_Research_Center.html	0,1
1052	To what extent can Ancient Greek be traced back to the Proto Indo-European language?	657	Ancient_Greek.html	6
3171	What is Italy's climate like?	834	Italy.html	27,28
1225	What is the background of the EEC?	692	European_Economic_Community.html	2,3
3740	How does research and development relate to innovation?	323	Research_and_development.html	0
999	Why did Washington resign as commander in chief after victory in 1783?	219	George_Washington.html	2
326	What was the church of Cyprus role under British rule?	50	Cyprus.html	18,19
3234	Why was the 15th edition of the Britannica the last printed copy?	347	Encyclopdia_Britannica.html	43,44,45
300	What is the distinction between a state church and state religion?	177	State_religion.html	3,4
930	How was Abbey Road received by critics?	230	The_Beatles.html	58,59
594	How does the structure of the Presbyterian reflect its historical and political origins?	687	Presbyterianism.html	1
2639	Why would a country choose a unicameral legislature over a multicameral legislature?	746	Unicameralism.html	0
3146	How did slaves contribute to the labor in the Roman Empire?	676	Roman_Empire.html	71,72
3942	How is the leader of the World Bank appointed?	524	World_Bank.html	13
771	What were some elements of the Kuwaiti literary renaissance beginning in the 1960s>	151	Kuwait.html	13,14
3701	How Do We Place The Gray Wolf Among The Genus Canis?	174	Gray_wolf.html	0
478	How do hydroelectric dams reduce carbon dioxide emissions?	817	Hydroelectricity.html	16,17
750	Why is it important to be well versed in the mathematics of circuit analysis?	25	Electronics.html	10
1726	What was the United States significance in dividing Korea?	70	Korean_War.html	7,8
2452	Why did the Kansas-Nebraska Act play a role in the formation of the Republican Party?	456	Republican_Party_(United_States).html	2
591	How has Brooklyn moved from a manufacturing to a service-based economy?	397	Brooklyn.html	33
1223	What is the structure of high school in Finland?	163	High_school.html	30,31
149	What is the annual weather like in Hamburg?	800	Hamburg.html	3
1665	How is the G20 organized?	704	G-20_major_economies.html	7
1640	What did the Nazi-Soviet non-aggression pact in August 1939 entail?	64	Allies_of_World_War_II.html	5
105	What is the economic legacy of Slovakia?	295	Slovakia.html	2,3
2232	What are critics opinions of the term Latin America?	769	Latin_America.html	5,6
2172	What recognized the importance of tourism in 1980?	737	Tourism.html	1
3939	What was FDR's early life, how was his home as well as his family life like & what was his heritage in terms of provenance?	674	Franklin_D._Roosevelt.html	0,1
2182	What is significant about the Black Sea's water balance?	560	Black_Sea.html	0,1
2458	Why are the great lakes significantly cleaner since the 1970s?	446	Great_Lakes.html	30
2127	Why has the UAE been criticized for human rights violations?	522	United_Arab_Emirates.html	1
1452	How did the Iraqi military initially invade Kuwait?	164	Gulf_War.html	18
1891	What was the effect of the 1920 takeover of Kazakhstan by the Soviet Union?	343	Kazakhstan.html	11,12
1893	What are the origins of the capital city?	771	Capital_city.html	1,2
1950	What was the Spanish university system like prior to changes made in 2009-2010?	813	Bachelor's_degree.html	65
2337	What important role did the modern piano serve during the romantic period?	301	Classical_music.html	14,15
1951	How does a bachelor's degree differ from a baccalaureate certificate?	813	Bachelor's_degree.html	38,68
3165	Structurally How Are Controlled-Access Highways Patterned?	588	Controlled-access_highway.html	1
3751	What is the etymology of Qatar?	147	Qatar.html	2,3
280	What has been the most historically major problem in San Francisco?	679	San_Francisco.html	61
727	Why do many criticize USA Today's format?	857	USA_Today.html	2
2111	What characterized settlements in the Neolithic 2 Period?	701	Neolithic.html	8
3724	How is God concieved in Sikhism	631	Sikhism.html	5,6
1851	What are the origins of the English word Slave?	787	Slavery.html	1,2
231	What is the purpose of a drainage basin?	150	Drainage_basin.html	0
2857	What events in Massachusetts led to the start of the Revolutionary War?	523	Massachusetts.html	8
2589	What was the "Peterloo Massacre" and its historic significance?	167	United_Kingdom_of_Great_Britain_and_Ireland.html	8,9
2971	What did Volkisch nationalists believe?	388	Nazism.html	12
728	Why did USA Today go through a major redesign in 2012?	857	USA_Today.html	6,7
53	What countries did the Rhine belong to during medieval times?	161	Rhine.html	51,52
3489	How is Polish a blend of many different linguistic influences?	236	Polish_language.html	10,11
426	What was europe's role in electric railways?	449	Rail_transport.html	11,12
3178	How is the New York Times organized?	238	The_New_York_Times.html	1
3478	What two other foreign agencies are similar to the FBI?	181	Federal_Bureau_of_Investigation.html	0
4075	How has Al-Qaeda inspired others to conduct terrorist attacks?	847	Al-Qaeda.html	89
2972	What effects did The Protocols of the Elders of Zion have on Nazism after 1912?	388	Nazism.html	18
2297	What forces give rise to the subtropical climates?	72	Subtropics.html	3,4
1116	Why did Albert Einstein develop the Special Theory of Relativity?	196	Albert_Einstein.html	0
243	How did Roman incursions effect Romania?	616	Romania.html	6,7
372	What role did the USDA play in the Great Depression?	115	United_States_Department_of_Agriculture.html	5
1735	What led to New Orleans' decline as an economic and population center during the 20th century?	276	New_Orleans.html	20,21,22
428	What was the role of rail companies?	449	Rail_transport.html	40
2849	What functions does the purchasing power parity exchange rate serve?	648	Purchasing_power_parity.html	4
3835	What is the form of popular music in western culture?	392	Popular_music.html	4,5,6
1796	Why was Henry Kissinger criticized for being awarded the Nobel Peace Prize?	423	Nobel_Prize.html	29,30
194	Could you expound a bit on the causes of the French Revolution?	359	French_Revolution.html	0,1
2865	What are the goals of the organization?	298	Organization_of_American_States.html	5
3168	Which alternative methods can be used to calculate population density?	542	Population_density.html	3
539	How has the status of Papua New Guinea's economy changed over recent years?	253	Papua_New_Guinea.html	25
1337	What are the other bodies that the League oversees?	245	League_of_Nations.html	17
3642	How did intel end up embroiled in antitrust litigation?	463	Intel.html	9,10
2405	How many an MP in the UK leave their seat?	400	Member_of_parliament.html	11
4004	What is the current status of Azerbaijan's telecommunications system?	292	Azerbaijan.html	51
3355	What was the original development in professional basketball?	106	Basketball.html	17,18
234	What is the correlation between the soil type and the drainage basin?	150	Drainage_basin.html	12
183	What contributions has the Spanish government made to make Spanish an official language worldwide?	156	Spanish_language.html	44
3524	Has Any One Ever Been Taken To Court Or Face Controversies Given The High Stakes Involved & If So, What Exactly Happened?	611	Nobel_Prize_in_Physiology_or_Medicine.html	1,2,18
644	What did the Beijing Agreement accomplish?	373	South_Africa.html	45
2482	Okay, Then How Black Labor become So Influencial In The Development Of MIAMI 's Early Economic Power.	472	Miami.html	5,6
2759	How did hunter gatherers decline in prominence?	709	Hunter-gatherer.html	4
3155	How did alternative rock rise into the mainstream music culture?	101	Rock_music.html	65
3848	How did Raja Roy affect Hinduism?	83	Hinduism.html	11
11	Why is it difficult to value the price of labor in a tertiary economy?	80	Tertiary_sector_of_the_economy.html	4,5
3989	Why is Scotland education different from England?	621	Scotland.html	30,31
3029	Why was Silesia such a vita region for Prussia?	534	Prussia.html	28
1710	What led to the start of the period of Luthern Orthodoxy?	377	Lutheranism.html	8,9
2727	What is the Victorian era?	460	Victorian_era.html	0
1896	What is the status of the disputed capitals of Israel and Palestine?	771	Capital_city.html	15
2560	What is the history of cotton on the Indian subcontinent?	184	Cotton.html	2,3
2401	How was The Times rescued from financial insolvency in the early 1980s?	406	The_Times.html	12
3956	How is secularity defined as separate from religion in Christianity?	703	Secularity.html	0,1
4105	What is the earliest history of Beijing?	338	Beijing.html	3,4
4010	How did the Southern Baptist Convention establish its views on slavery?	443	Baptists.html	23,24
1985	Why was a bicameral legislature favored by the Founding Fathers of the United States?	5	Bicameralism.html	1,2
1115	What conditions allowed the British to establish a colonial period in Bangladesh?	200	Bangladesh.html	20,21
3243	Why is per capita income not a good metric of prosperity in a society with high inequality?	499	Per_capita_income.html	2
2017	How does a de facto government arise?	835	De_facto.html	3,4
1304	Describe some of Ukraine's economic advantages. Why have these developed?	545	Ukraine.html	3
3299	What foreshadowed the overthrow of the Hawaiian government in 1893?	615	Hawaii.html	24,25
2077	Even if the HDI is a reductive index, why might it still be important to measure and report?	561	Human_Development_Index.html	1
4171	Does Russia have a rich literary background?	361	Russians.html	17,18
2506	What exactly are Mantle Plumes & does volcanism constitute any hazards?	653	Volcano.html	1,31
1811	How do different groups contribute to the ethnic diversity of Ontario?	193	Ontario.html	26,27
3846	What is the background of the term Hindu?	83	Hinduism.html	2
553	Is Stockholm environmentally clean?	540	Stockholm.html	42
791	What is the nature and responsibility of an honorary consular officer in the United States?	232	Consul_(representative).html	10,11
499	What Connects The Franconian languages In Europe?	168	Franks.html	1,2
1369	What characterizes a book musical?	348	Musical_theatre.html	2,3
1112	What are some of the contradictions of the development levels in modern day Bangladesh?	200	Bangladesh.html	4,45
3081	How did Amsterdam rise to power, after beginning as a "small fishing village"?	607	Amsterdam.html	0
3560	How is the International Space Station mainly used?	820	International_Space_Station.html	0
2463	What are the driving features contributing to Istanbul's ethnic minority population?	58	Istanbul.html	39,40
2766	How did the Commonwealth gain national importance?	536	Virginia.html	20,21
1641	During WWII, which army became the largest all-volunteer force in history, and what did these forces include?	64	Allies_of_World_War_II.html	9,51
2235	Why is present day Jerusalem such a core issue in the Israeli-Palestinian conflict?	654	Jerusalem.html	3,4
2338	Why are women musicians not generally accepted?	301	Classical_music.html	20,21
502	What characterized Shakespeare's later years?	532	William_Shakespeare.html	11,12
2177	What are some of the responsiblities of FIFA?	663	FIFA.html	0
4090	What typifies the scientific community of Germany?	568	Germans.html	26,27
2592	How did the Baha'i faith change after the death of Abdu'l-Baha?	517	Bah'_Faith.html	0,1,12
366	What is the Democratic Party's current standing in Congress?	804	Democratic_Party_(United_States).html	3
1816	What political developments occurred between 1969 and 1974?	597	West_Germany.html	22,23,35
1334	What was the structure of the forerunner of the League?	245	League_of_Nations.html	3
2760	How is labor divided among the sexes among hunter-gatherers?	709	Hunter-gatherer.html	8,9
1089	What was the "West Side Sound"?	300	Blues.html	36
3508	What is a perspective that describes nationalism?	826	Nationalism.html	0
2605	What is the importance of the seaport in Barcelona?	650	Barcelona.html	47,48
2883	How is medical education and training performed?	723	Medicine.html	37,38
2083	What is the current governmental organization of Thailand?	860	Thailand.html	12
1453	How does climate in oceanic areas effect precipitation?	325	Oceanic_climate.html	2,3
3335	What influence does Panama's climate have on its temperatures?	710	Panama.html	37,38
3033	What were the symbologies and meaning behind the Dancing Beijing emblem?	662	2008_Summer_Olympics.html	11,12
1039	What is the green-based economic strategy?	355	South_Korea.html	25
2893	What led to Washington becoming a state?	501	Washington_(state).html	22,23
154	How was Vancouver developed?	768	Vancouver.html	3,4
1176	How has the multi-ethnic characteristic of Peru contributed to a diversity in language, art, and food?	222	Peru.html	2
3761	Why has the CIA faced controversy over human rights violations?	427	Central_Intelligence_Agency.html	92
1247	What part did New Jersey play in the Revolutionary War?	304	New_Jersey.html	8,9,10,11
3300	What events surrounded Hawaii's annexation and sustained status as a U.S. territory?	615	Hawaii.html	27,28
4146	How did Charlemagne reform Europe's economic system?	744	Charlemagne.html	68
3653	How was Florida settled by Europeans in the 16th century?	75	Florida.html	3,4
917	Describe Bob Dylan's career as a visual artist.	494	Bob_Dylan.html	91,92
2071	What happened to Middle Eastern philosophy after the Muslim conquests?	574	Philosophy.html	10,11
2720	Why have there been criticisms of a mixed economy system?	73	Mixed_economy.html	7
3265	How has culture been used to argue for the superiority of one group of people over another?	265	Culture.html	11,12
1294	Describe how the colonization of New England set a foundation for the founding of America?	256	New_England.html	4
473	What changes marked the beginning of the transition from Middle English to Early Modern English?	349	Middle_English.html	0,11,12
1488	What was the biggest wave of immigration from Germany to the United States and what factors caused it?	759	German_Americans.html	16
2926	How does Huntington describe a breakthrough coup?	154	Coup_d'tat.html	6,7
77	How did South Africa become an independent republic?	373	South_Africa.html	17,18
100	Traditionally Speaking, What Is Jainism?	260	Jainism.html	0
2717	How is a mixed economy characterized?	73	Mixed_economy.html	0
248	How have attempts to measure corruption been criticized?	445	Corruption_Perceptions_Index.html	2
3448	How does Amazon market to other countries?	334	Amazon.com.html	0,1
1336	What process led to the formation of the League at the Paris Peace Conference?	245	League_of_Nations.html	9,10
3117	What has UNESCO done for communication objectives?	586	UNESCO.html	7
1212	How is Frankfurt a leading world city?	802	Frankfurt.html	0,1,103
2433	What event lead to Dublin becoming the capital or Ireland?	67	Dublin.html	0,11
3743	How does research and development relate to firm productivity?	323	Research_and_development.html	6
1092	How does an agreement to form a federation often develop?	216	Federation.html	4,5
4143	How did Charlemagne become coronated?	744	Charlemagne.html	53,54
1221	What is the structure of secondary education in Belgium?	163	High_school.html	28,29
2967	How did the Cold War affect European economy?	799	Europe.html	59,60
2552	What was the purpose of landing a man on the moon?	431	NASA.html	12
2540	How did the use of the words 'radio' and 'wireless' evolve from the late 1880s to now?	336	Radio.html	2,3,4
2966	How did Muslim rule spread throughout Europe in the 7th century onwards?	799	Europe.html	16,17
2347	What was the motivation of French Geopolitical theory?	136	Geopolitics.html	19
3006	Why are nations suspended from the Commonwealth?	425	Commonwealth_of_Nations.html	20,21
2019	Why did Napoleon invade Iberia and declare his brother Joseph the King of Spain?	20	Napoleon.html	3,4,5
1504	How did Darwin resolve the problem of variation among individuals when referring to species classification?	374	Species.html	6
3068	What was Columbus's legacy?	671	Christopher_Columbus.html	1
2638	What is the regional identity of Pittsburgh?	578	Pittsburgh.html	23
3438	What impact did the British explorers have on Cuba?	752	Cuba.html	7,8
3357	How is an organism determined to be endemic?	225	Endemism.html	0
3040	how economically important is the city of sao paulo to the nation of brasil?	573	So_Paulo.html	36,37
3036	How does Marxism define human history through socio-economic conflicts?	559	Marxism.html	7,8
1326	How is PBS governed?	173	PBS.html	12
3398	Why are Algeria, Morocco, Tunisia, and Libya referred to as the Arabic word, Maghreb?	477	North_Africa.html	0
3026	Why did Frederick title himself King in Prussia and not King of Prussia?	534	Prussia.html	23,24
906	What happens to laws in a federated state?	128	Federated_state.html	1
472	How did the Chancery Standard influence the direction of Middle English?	349	Middle_English.html	10
2959	How did the silver boom develop in Colorado?	189	Colorado.html	30,31
1391	What were the political influences on Gothic style?	357	Gothic_architecture.html	4,5
3789	What are the differing levels of power in legislature?	610	Legislature.html	1
1632	How does the OECD define itself?	328	Organisation_for_Economic_Co-operation_and_Development.html	0,8
743	How did the Watergate scandal relate to Richard Nixon?	252	Richard_Nixon.html	69,70
2385	How did Native Americans win the right to vote in Arizona?	367	Arizona.html	23
1858	How was Algeria colonized by France?	33	Algeria.html	21,22,23
1082	How did the Second Bulgarian Empire arise?	417	Bulgaria.html	7,8
2554	Why is exploration of other planets significant to space exploration?	431	NASA.html	31,32
1404	How did the creation of the League of Nations help with the refugee crisis?	282	Refugee.html	7,8
578	What vaccines are available for tuberculosis?	235	Tuberculosis.html	23,24
3392	What were the results of the launch of Nigerisat-1?	394	Nigeria.html	52
3572	What is the etymology of the word "Scot"?	14	Scottish_people.html	33,34,35
912	What role did Jefferson play following victory in the Revolutionary War?	793	Thomas_Jefferson.html	20
1795	How are people nominated for the Nobel Prize?	423	Nobel_Prize.html	13,14
4163	How are the branches of the Military able to work together during operations and joint missions?	471	United_States_Armed_Forces.html	7,8
3235	How has competition affected Britannica?	347	Encyclopdia_Britannica.html	21
1177	How did the rule of Pachacuti cause the rise of the Cuzco Inca culture?	222	Peru.html	6
3302	What is the origin of the term Calvinism?	358	Calvinism.html	2,3
1080	How did human activity arise in Bulgaria?	417	Bulgaria.html	2,3
4134	What is the World Health Organization's role in eradicating malaria?	756	World_Health_Organization.html	9
2964	What is the prevailing belief of the formation of the moon?	261	Moon.html	4
3594	What is the history of the Baltic sea in the Classical world?	801	Baltic_Sea.html	6,7
262	How has the Mississippi River experienced numerous large and small changes?	408	Mississippi_River.html	16,17
626	In what ways does AIDS increase risk for other diseases?	18	HIV/AIDS.html	8
843	How was the use of the term Scandinavia a political and societal construct?	646	Scandinavia.html	4,5
82	How was middle Arabic developed?	279	Arabic.html	7,8
2671	What characterized honky tonk?	29	Country_music.html	4,16,17
3600	What type of cuisine is featured in Jakarta?	845	Jakarta.html	25
146	How does branding effect rapid transit?	290	Rapid_transit.html	10,11
905	What happens when a state chooses to federate?	128	Federated_state.html	0
934	What is the notion of Continental Europe?	609	Continental_Europe.html	0
2647	What is the topography of Armenia?	246	Armenia.html	30
257	What increased immigration at the end of the 17th century in Brazil?	243	Brazil.html	7
3637	How does Chinese doctrine support Irreligion?	493	Irreligion.html	1
144	How did London effect the establishment of rapid transit around Europe?	290	Rapid_transit.html	3,4
4067	Why does Taiwan have a tropical climate?	7	Taiwan.html	29,30
3620	What sort of relationship does Athens have to the modern Olympic Games?	318	Athens.html	54,55
3499	What were the major aims of the Japanese attack?	308	Attack_on_Pearl_Harbor.html	11
1440	What factors caused the Chamorro population to decline in the 17th century?	632	Guam.html	7,8
2732	What characterizes Hong Kong's economy?	655	Hong_Kong.html	1
1433	How has Twitter evolved since its launch?	263	Twitter.html	0,1
742	What troubles did Nixon face during his administration?	252	Richard_Nixon.html	2,3
2749	What were the main allegations on Saddam Hussein?	589	2003_invasion_of_Iraq.html	25
2191	How did Iron use affect the Korean culture?	218	Iron_Age.html	17,18
315	What is the etymology of Bolivia?	371	Bolivia.html	3,4
3773	What population changes occurred in Saint Petersburg in the 20th century?	396	Saint_Petersburg.html	31,32
4007	How do Baptist successionists view themselves?	443	Baptists.html	8,9
3673	Why did Methodism have success in the early colonies of America?	335	Methodism.html	61,62
888	What is the prehistory of Sri Lanka?	90	Sri_Lanka.html	4,5
107	What characterized Slovakia in the La Tene period?	295	Slovakia.html	7,8
3079	What were the characteristics of Tsardom in Moscow?	514	Moscow.html	13,14
2859	What is the composition of the Massachusetts Judicial Branch?	523	Massachusetts.html	44,45
2415	What defines Other names of Dublin?	67	Dublin.html	1,2
2957	What are some of the effects of extreme weather in Colorado?	189	Colorado.html	17
263	Why is a clean channel required for barges and other boats?	408	Mississippi_River.html	33
442	Why does Croatia have such a high level of biodiversity?	668	Croatia.html	27
1607	What led to division in the Emperor Diocletian's administration?	828	Italians.html	3,4
3062	What is Lithuania's role in foreign policy?	34	Lithuania.html	2,24,25
2243	What is the military role of commander-in-chief in Indonesia?	785	Commander-in-chief.html	16,17
3161	How did the 2004 rankings differ from the 1998 rankings?	715	Global_city.html	1,2
378	What innovations were made in Liverpool?	780	Liverpool.html	17
1917	What was corrupt about the districts for the House of Lords prior to 1832 reforms?	270	Parliament_of_the_United_Kingdom.html	3
2741	How does the Catholic Church retail latin Contemporary Latin in relevant context?	354	Latin.html	16,17
1298	What is the history of Mandarin Chinese?	54	Mandarin_Chinese.html	4,5
440	How does Croatia participate in global politics in an official capacity?	668	Croatia.html	2,3
3034	How did Marxism analyze and critique the development of capitalism?	559	Marxism.html	0
1970	What did the large scale building project consist of in the New Kingdom?	641	Ancient_Egypt.html	14
2655	How did NPR survive in 1983?	702	NPR.html	2,3
2713	What aspects of human life does Confucianism emphasize?	714	Confucianism.html	1
436	How do natural resources differ among one another?	194	Natural_resource.html	1
1265	What is a mediterranean climate?	859	Mediterranean_climate.html	0
885	What is the overall biodiversity of Mexico?	61	Mexico.html	41,42
127	What caused Parliament's authority become a cause of great concern?	57	United_States_Declaration_of_Independence.html	5,6
2617	What was the feasibility of the proposals of the Manhattan Project?	296	Manhattan_Project.html	8,9
1575	Why did the government take over managing Yellowstone?	220	National_park.html	5,6
2558	What movement was mid-19th century realism rebelling against? What was the ideological shift involved?	273	Realism_(arts).html	8,9
4015	How was the earliest from of Europe divided into seperate countries?	799	Europe.html	6,7
2069	What is Buddhist Philosophy and what are it's origins?	574	Philosophy.html	14,15
2442	How was the NFL formed?	146	National_Football_League.html	0
665	How did Thomas Hobbs describe sovereignty?	797	Sovereignty.html	5,6
3274	What characterized Edinburgh in the 17th century?	469	Edinburgh.html	4,5
450	Why is Lisbon an important city?	124	Lisbon.html	0,1
3905	What is the prehistory of Southeast Asia?	819	Southeast_Asia.html	2,3,4,5
80	What has led to a decline in traditional South African culture?	373	South_Africa.html	64
3187	What are the characteristics of deciduous woody plants ?	313	Deciduous.html	6,7
1576	What was the confusion of ownership of lands in Yosemite National Park?	220	National_park.html	4,5
1204	What caused the "Great Dying"? How did this lead to the formation of Siberia?	206	Siberia.html	2
162	What are the consequences of the conquests of Alexander over Greece?	109	Ancient_Greece.html	17,18
1352	What was social life like under the Empire?	676	Roman_Empire.html	25
3957	How is secularity expressed in political beliefs?	703	Secularity.html	3
128	Why were most colonists still loyal to the King at the time?	57	United_States_Declaration_of_Independence.html	7
2094	Why is French considered an internationally influenced language?	684	French_language.html	33,34
2763	Why is lead advantageous to use?	623	Lead.html	2,3,50
2997	How did home rule effect the government of Ireland?	716	Republic_of_Ireland.html	6,7
1483	What qualifications might lead Time Magazine to pick a "Man/Person of the Year"?	209	Time_(magazine).html	12
3154	Why did the psychedelic rock period end in the late 60s?	101	Rock_music.html	28,29
3085	Why is Amsterdam's city structure so unique?	607	Amsterdam.html	15,16
181	What role does Judaism play in modern Spanish?	156	Spanish_language.html	39,40
3585	How did Japan approach economic expansion in the Nationalist era?	125	Empire_of_Japan.html	35
2215	What changes occur in the status of Congress?	849	United_States_Congress.html	4
485	What role did Yugoslavia play during WWII?	399	Yugoslavia.html	8
945	How did trade with France influence the outbreak of the War of 1812?	234	War_of_1812.html	5,6
1344	What does the Shahnameh legend say about the Romanis?	172	Romani_people.html	15,16
2245	What was Pakistan's medieval period defined by?	830	Pakistan.html	5,6
1095	How did the Dutch language develop?	110	Dutch_language.html	0,6
2309	Why do some penalties not require the offending team to play a man short?	848	Ice_hockey.html	35,36
3602	How was folk music revived in the mid 20th century?	426	Folk_music.html	0,1
4117	How did contact with Portugal in the 16th century affect Japan?	496	Japan.html	10
2451	How did railroads shape the Midwest?	547	Midwestern_United_States.html	32,33,34
2790	How does the the Oxford University Press relate to the University of Oxford?	339	Oxford_University_Press.html	0
222	What led to the name of the award as Oscar?	598	Academy_Awards.html	7,8
1443	What are the elements of the vocative case in Latin?	354	Latin.html	34,35
4008	How where the first Baptists churches in North America founded?	443	Baptists.html	10
166	What is the economic stance of The Economist?	404	The_Economist.html	1
2787	Why did Luxumburg have a succession crisis in the 14th and 15th centuries, and what happened as a result?	842	Luxembourg.html	2,3
1593	How did Antwerp compare to Brueges and the surrounding area during its rise?	402	Antwerp.html	6,7
